Scenario,controls,covid,year,statistic,value
C.2.2,External,nocovid,2,mean.bias,0.7274253341319225
C.2.2,External,nocovid,2,sd,4.232804543514814
C.2.2,External,nocovid,2,rmse,4.290681606892941
C.2.2,External,nocovid,3,mean.abs.bias,4.750828110196945
C.2.2,External,nocovid,3,abs.mean.bias,1.0183954677846905
C.2.2,External,nocovid,3,mean.bias,1.0183954677846905
C.2.2,External,nocovid,3,sd,5.925926360920743
C.2.2,External,nocovid,3,rmse,6.00695424965012
C.2.2,External,nocovid,4,mean.abs.bias,6.108207570253215
C.2.2,External,nocovid,4,abs.mean.bias,1.309365601437461
C.2.2,External,nocovid,4,mean.bias,1.309365601437461
C.2.2,External,nocovid,4,sd,7.619048178326667
C.2.2,External,nocovid,4,rmse,7.723226892407296
C.2.2,External,nocovid,5,mean.abs.bias,7.465587030309482
C.2.2,External,nocovid,5,abs.mean.bias,1.6003357350902323
C.2.2,External,nocovid,5,mean.bias,1.6003357350902323
C.2.2,External,nocovid,5,sd,9.312169995732596
C.2.2,External,nocovid,5,rmse,9.439499535164476
C.2.2,Internal,covid,1,mean.abs.bias,2.5277211937264035
C.2.2,Internal,covid,1,abs.mean.bias,1.5048799488764388
C.2.2,Internal,covid,1,mean.bias,1.5048799488764388
C.2.2,Internal,covid,1,sd,2.865267077308741
C.2.2,Internal,covid,1,rmse,3.233883048904383
C.2.2,Internal,covid,2,mean.abs.bias,3.0419703853692073
C.2.2,Internal,covid,2,abs.mean.bias,1.720919759610015
C.2.2,Internal,covid,2,mean.bias,1.720919759610015
C.2.2,Internal,covid,2,sd,3.487530591360892
C.2.2,Internal,covid,2,rmse,3.885885832785478
C.2.2,Internal,covid,3,mean.abs.bias,3.9929181127223794
C.2.2,Internal,covid,3,abs.mean.bias,2.6858716420123288
C.2.2,Internal,covid,3,mean.bias,2.6858716420123288
C.2.2,Internal,covid,3,sd,4.3367525873519925
C.2.2,Internal,covid,3,rmse,5.097422352058185
C.2.2,Internal,covid,4,mean.abs.bias,5.167320789364501
C.2.2,Internal,covid,4,abs.mean.bias,3.849423484875829
C.2.2,Internal,covid,4,mean.bias,3.849423484875829
C.2.2,Internal,covid,4,sd,5.286711763495859
C.2.2,Internal,covid,4,rmse,6.535402343670855
C.2.2,Internal,covid,5,mean.abs.bias,6.466914991056273
C.2.2,Internal,covid,5,abs.mean.bias,5.089698410537583
C.2.2,Internal,covid,5,mean.bias,5.089698410537583
C.2.2,Internal,covid,5,sd,6.283788687211388
C.2.2,Internal,covid,5,rmse,8.081587602397413
C.2.2,Internal,nocovid,1,mean.abs.bias,2.1869611828135485
C.2.2,Internal,nocovid,1,abs.mean.bias,2.038638885724523
C.2.2,Internal,nocovid,1,mean.bias,2.038638885724523
C.2.2,Internal,nocovid,1,sd,1.6197305386386396
C.2.2,Internal,nocovid,1,rmse,2.602754016450872
C.2.2,Internal,nocovid,2,mean.abs.bias,3.6449353046892434
C.2.2,Internal,nocovid,2,abs.mean.bias,3.397731476207537
C.2.2,Internal,nocovid,2,mean.bias,3.397731476207537
C.2.2,Internal,nocovid,2,sd,2.699550897731058
C.2.2,Internal,nocovid,2,rmse,4.3379233607514465
C.2.2,Internal,nocovid,3,mean.abs.bias,5.102909426564945
C.2.2,Internal,nocovid,3,abs.mean.bias,4.756824066690552
C.2.2,Internal,nocovid,3,mean.bias,4.756824066690552
C.2.2,Internal,nocovid,3,sd,3.7793712568234907
C.2.2,Internal,nocovid,3,rmse,6.073092705052032
C.2.2,Internal,nocovid,4,mean.abs.bias,6.560883548440653
C.2.2,Internal,nocovid,4,abs.mean.bias,6.1159166571735755
C.2.2,Internal,nocovid,4,mean.bias,6.1159166571735755
C.2.2,Internal,nocovid,4,sd,4.859191615915918
C.2.2,Internal,nocovid,4,rmse,7.80826204935262
C.2.2,Internal,nocovid,5,mean.abs.bias,8.01885767031635
C.2.2,Internal,nocovid,5,abs.mean.bias,7.475009247656594
C.2.2,Internal,nocovid,5,mean.bias,7.475009247656594
C.2.2,Internal,nocovid,5,sd,5.939011975008342
C.2.2,Internal,nocovid,5,rmse,9.5434313936532
C.3.1,External,covid,1,mean.abs.bias,5.365398498468072
C.3.1,External,covid,1,abs.mean.bias,2.6624389263783264
C.3.1,External,covid,1,mean.bias,-2.6624389263783264
C.3.1,External,covid,1,sd,6.138939568980033
C.3.1,External,covid,1,rmse,6.68578992417651
C.3.1,External,covid,2,mean.abs.bias,6.7452642065787884
C.3.1,External,covid,2,abs.mean.bias,4.910093281821733
C.3.1,External,covid,2,mean.bias,-4.910093281821733
C.3.1,External,covid,2,sd,6.714788227858796
C.3.1,External,covid,2,rmse,8.31307525644343
C.3.1,External,covid,3,mean.abs.bias,8.19589221025198
C.3.1,External,covid,3,abs.mean.bias,6.543445853391504
C.3.1,External,covid,3,mean.bias,-6.543445853391504
C.3.1,External,covid,3,sd,7.640963545493299
C.3.1,External,covid,3,rmse,10.054065789123168
C.3.1,External,covid,4,mean.abs.bias,9.770785557172061
C.3.1,External,covid,4,abs.mean.bias,8.01344748384234
C.3.1,External,covid,4,mean.bias,-8.01344748384234
C.3.1,External,covid,4,sd,8.850544576628003
C.3.1,External,covid,4,rmse,11.93276227872544
C.3.1,External,covid,5,mean.abs.bias,11.41863283244213
C.3.1,External,covid,5,abs.mean.bias,9.414125410452511
C.3.1,External,covid,5,mean.bias,-9.414125410452511
C.3.1,External,covid,5,sd,10.231904376117278
C.3.1,External,covid,5,rmse,13.896339110406437
C.3.1,External,nocovid,1,mean.abs.bias,2.605858639341958
C.3.1,External,nocovid,1,abs.mean.bias,1.9657712179146034
C.3.1,External,nocovid,1,mean.bias,-1.9657712179146034
C.3.1,External,nocovid,1,sd,2.5242437128254784
C.3.1,External,nocovid,1,rmse,3.197392561178083
C.3.1,External,nocovid,2,mean.abs.bias,4.343097732236591
C.3.1,External,nocovid,2,abs.mean.bias,3.276285363190997
C.3.1,External,nocovid,2,mean.bias,-3.276285363190997
C.3.1,External,nocovid,2,sd,4.207072854709123
C.3.1,External,nocovid,2,rmse,5.32898760196346
C.3.1,External,nocovid,3,mean.abs.bias,6.080336825131226
C.3.1,External,nocovid,3,abs.mean.bias,4.586799508467391
C.3.1,External,nocovid,3,mean.bias,-4.586799508467391
C.3.1,External,nocovid,3,sd,5.889901996592778
C.3.1,External,nocovid,3,rmse,7.460582642748846
C.3.1,External,nocovid,4,mean.abs.bias,7.817575918025869
C.3.1,External,nocovid,4,abs.mean.bias,5.897313653743795
C.3.1,External,nocovid,4,mean.bias,-5.897313653743795
C.3.1,External,nocovid,4,sd,7.572731138476434
C.3.1,External,nocovid,4,rmse,9.592177683534238
C.3.1,External,nocovid,5,mean.abs.bias,9.554815010920501
C.3.1,External,nocovid,5,abs.mean.bias,7.207827799020183
C.3.1,External,nocovid,5,mean.bias,-7.207827799020183
C.3.1,External,nocovid,5,sd,9.255560280360086
C.3.1,External,nocovid,5,rmse,11.72377272431962
C.3.1,Internal,covid,1,mean.abs.bias,3.1436191682928816
C.3.1,Internal,covid,1,abs.mean.bias,2.416422641661933
C.3.1,Internal,covid,1,mean.bias,-2.416422641661933
C.3.1,Internal,covid,1,sd,3.0442055918951825
C.3.1,Internal,covid,1,rmse,3.8842955208751664
C.3.1,Internal,covid,2,mean.abs.bias,5.145162805644862
C.3.1,Internal,covid,2,abs.mean.bias,4.841058719731913
C.3.1,Internal,covid,2,mean.bias,-4.841058719731913
C.3.1,Internal,covid,2,sd,3.5803888403558752
C.3.1,Internal,covid,2,rmse,6.019085927908073
C.3.1,Internal,covid,3,mean.abs.bias,6.867474816653749
C.3.1,Internal,covid,3,abs.mean.bias,6.576822654173362
C.3.1,Internal,covid,3,mean.bias,-6.576822654173362
C.3.1,Internal,covid,3,sd,4.368526197037504
C.3.1,Internal,covid,3,rmse,7.893063367057336
C.3.1,Internal,covid,4,mean.abs.bias,8.439839396767853
C.3.1,Internal,covid,4,abs.mean.bias,8.119103953831251
C.3.1,Internal,covid,4,mean.bias,-8.119103953831251
C.3.1,Internal,covid,4,sd,5.284252495797071
C.3.1,Internal,covid,4,rmse,9.684385721540481
C.3.1,Internal,covid,5,mean.abs.bias,9.955711591861542
C.3.1,Internal,covid,5,abs.mean.bias,9.576765280157677
C.3.1,Internal,covid,5,mean.bias,-9.576765280157677
C.3.1,Internal,covid,5,sd,6.261226528841914
C.3.1,Internal,covid,5,rmse,11.438487004906566
C.3.1,Internal,nocovid,1,mean.abs.bias,2.1537180347762415
C.3.1,Internal,nocovid,1,abs.mean.bias,1.9714791694501193
C.3.1,Internal,nocovid,1,mean.bias,-1.9714791694501193
C.3.1,Internal,nocovid,1,sd,1.6077896073598026
C.3.1,Internal,nocovid,1,rmse,2.5429407311746086
C.3.1,Internal,nocovid,2,mean.abs.bias,3.5895300579604044
C.3.1,Internal,nocovid,2,abs.mean.bias,3.2857986157501946
C.3.1,Internal,nocovid,2,mean.bias,-3.2857986157501946
C.3.1,Internal,nocovid,2,sd,2.679649345599673
C.3.1,Internal,nocovid,2,rmse,4.238234551957679
C.3.1,Internal,nocovid,3,mean.abs.bias,5.025342081144561
C.3.1,Internal,nocovid,3,abs.mean.bias,4.600118062050268
C.3.1,Internal,nocovid,3,mean.bias,-4.600118062050268
C.3.1,Internal,nocovid,3,sd,3.751509083839547
C.3.1,Internal,nocovid,3,rmse,5.93352837274075
C.3.1,Internal,nocovid,4,mean.abs.bias,6.461154104328725
C.3.1,Internal,nocovid,4,abs.mean.bias,5.9144375083503435
C.3.1,Internal,nocovid,4,mean.bias,-5.9144375083503435
C.3.1,Internal,nocovid,4,sd,4.82336882207942
C.3.1,Internal,nocovid,4,rmse,7.628822193523821
C.3.1,Internal,nocovid,5,mean.abs.bias,7.896966127512885
C.3.1,Internal,nocovid,5,abs.mean.bias,7.22875695465042
C.3.1,Internal,nocovid,5,mean.bias,-7.22875695465042
C.3.1,Internal,nocovid,5,sd,5.89522856031929
C.3.1,Internal,nocovid,5,rmse,9.324116014306892
C.3.2,External,covid,1,mean.abs.bias,4.883198808017726
C.3.2,External,covid,1,abs.mean.bias,1.4832951283282647
C.3.2,External,covid,1,mean.bias,1.4832951283282647
C.3.2,External,covid,1,sd,5.908734701402116
C.3.2,External,covid,1,rmse,6.0863358367520934
C.3.2,External,covid,2,mean.abs.bias,5.29109332238875
C.3.2,External,covid,2,abs.mean.bias,1.6349988186475481
C.3.2,External,covid,2,mean.bias,1.6349988186475481
C.3.2,External,covid,2,sd,6.375870776824738
C.3.2,External,covid,2,rmse,6.575990103658994
C.3.2,External,covid,3,mean.abs.bias,6.20818653587352
C.3.2,External,covid,3,abs.mean.bias,2.507102211048616
C.3.2,External,covid,3,mean.bias,2.507102211048616
C.3.2,External,covid,3,sd,7.363225204565557
C.3.2,External,covid,3,rmse,7.771371355106385
C.3.2,External,covid,4,mean.abs.bias,7.507471425108705
C.3.2,External,covid,4,abs.mean.bias,3.584080685451999
C.3.2,External,covid,4,mean.bias,3.584080685451999
C.3.2,External,covid,4,sd,8.659201081539473
C.3.2,External,covid,4,rmse,9.363622920836965
C.3.2,External,covid,5,mean.abs.bias,8.933080554079366
C.3.2,External,covid,5,abs.mean.bias,4.750154467582394
C.3.2,External,covid,5,mean.bias,4.750154467582394
C.3.2,External,covid,5,sd,10.10618063625446
C.3.2,External,covid,5,rmse,11.157714136165723
C.3.2,External,nocovid,1,mean.abs.bias,2.5623549080500503
C.3.2,External,nocovid,1,abs.mean.bias,1.9384665897168933
C.3.2,External,nocovid,1,mean.bias,1.9384665897168933
C.3.2,External,nocovid,1,sd,2.506783986180944
C.3.2,External,nocovid,1,rmse,3.1668676544679157
C.3.2,External,nocovid,2,mean.abs.bias,4.270591513416744
C.3.2,External,nocovid,2,abs.mean.bias,3.230777649528142
C.3.2,External,nocovid,2,mean.bias,3.230777649528142
C.3.2,External,nocovid,2,sd,4.177973310301575
C.3.2,External,nocovid,2,rmse,5.27811275744652
C.3.2,External,nocovid,3,mean.abs.bias,5.978828118783444
C.3.2,External,nocovid,3,abs.mean.bias,4.5230887093394045
C.3.2,External,nocovid,3,mean.bias,4.5230887093394045
C.3.2,External,nocovid,3,sd,5.849162634422202
C.3.2,External,nocovid,3,rmse,7.389357860425129
C.3.2,External,nocovid,4,mean.abs.bias,7.687064724150142
C.3.2,External,nocovid,4,abs.mean.bias,5.815399769150662
C.3.2,External,nocovid,4,mean.bias,5.815399769150662
C.3.2,External,nocovid,4,sd,7.520351958542832
C.3.2,External,nocovid,4,rmse,9.500602963403736
C.3.2,External,nocovid,5,mean.abs.bias,9.395301329516839
C.3.2,External,nocovid,5,abs.mean.bias,7.107710828961922
C.3.2,External,nocovid,5,mean.bias,7.107710828961922
C.3.2,External,nocovid,5,sd,9.191541282663456
C.3.2,External,nocovid,5,rmse,11.611848066382343
C.3.2,Internal,covid,1,mean.abs.bias,2.775524525290684
C.3.2,Internal,covid,1,abs.mean.bias,1.5448806327241542
C.3.2,Internal,covid,1,mean.bias,1.5448806327241542
C.3.2,Internal,covid,1,sd,3.187060029205877
C.3.2,Internal,covid,1,rmse,3.5388830294131544
C.3.2,Internal,covid,2,mean.abs.bias,3.252650369783655
C.3.2,Internal,covid,2,abs.mean.bias,1.723334003918765
C.3.2,Internal,covid,2,mean.bias,1.723334003918765
C.3.2,Internal,covid,2,sd,3.7135545197287603
C.3.2,Internal,covid,2,rmse,4.090572855446849
C.3.2,Internal,covid,3,mean.abs.bias,4.233684307922537
C.3.2,Internal,covid,3,abs.mean.bias,2.6722389066238694
C.3.2,Internal,covid,3,mean.bias,2.6722389066238694
C.3.2,Internal,covid,3,sd,4.53502580690641
C.3.2,Internal,covid,3,rmse,5.259865675589336
C.3.2,Internal,covid,4,mean.abs.bias,5.448762260044033
C.3.2,Internal,covid,4,abs.mean.bias,3.8392466502651965
C.3.2,Internal,covid,4,mean.bias,3.8392466502651965
C.3.2,Internal,covid,4,sd,5.485962550859148
C.3.2,Internal,covid,4,rmse,6.691442922179243
C.3.2,Internal,covid,5,mean.abs.bias,6.75724078318031
C.3.2,Internal,covid,5,abs.mean.bias,5.099197422292717
C.3.2,Internal,covid,5,mean.bias,5.099197422292717
C.3.2,Internal,covid,5,sd,6.493358636193019
C.3.2,Internal,covid,5,rmse,8.251132850523177
C.3.2,Internal,nocovid,1,mean.abs.bias,2.25958039701965
C.3.2,Internal,nocovid,1,abs.mean.bias,2.0960532095757327
C.3.2,Internal,nocovid,1,mean.bias,2.0960532095757327
C.3.2,Internal,nocovid,1,sd,1.647443483007341
C.3.2,Internal,nocovid,1,rmse,2.6649729730368157
C.3.2,Internal,nocovid,2,mean.abs.bias,3.7659673283660844
C.3.2,Internal,nocovid,2,abs.mean.bias,3.4934220159595575
C.3.2,Internal,nocovid,2,mean.bias,3.4934220159595575
C.3.2,Internal,nocovid,2,sd,2.7457391383455705
C.3.2,Internal,nocovid,2,rmse,4.4416216217280295
C.3.2,Internal,nocovid,3,mean.abs.bias,5.272354259712518
C.3.2,Internal,nocovid,3,abs.mean.bias,4.890790822343372
C.3.2,Internal,nocovid,3,mean.bias,4.890790822343372
C.3.2,Internal,nocovid,3,sd,3.844034793683801
C.3.2,Internal,nocovid,3,rmse,6.218270270419236
C.3.2,Internal,nocovid,4,mean.abs.bias,6.778741191058958
C.3.2,Internal,nocovid,4,abs.mean.bias,6.288159628727197
C.3.2,Internal,nocovid,4,mean.bias,6.288159628727197
C.3.2,Internal,nocovid,4,sd,4.942330449022041
C.3.2,Internal,nocovid,4,rmse,7.9949189191104555
C.3.2,Internal,nocovid,5,mean.abs.bias,8.285128122405393
C.3.2,Internal,nocovid,5,abs.mean.bias,7.685528435111016
C.3.2,Internal,nocovid,5,mean.bias,7.685528435111016
C.3.2,Internal,nocovid,5,sd,6.040626104360268
C.3.2,Internal,nocovid,5,rmse,9.771567567801664
D.1,External,covid,1,mean.abs.bias,4.972876201671459
D.1,External,covid,1,abs.mean.bias,0.7809994581559663
D.1,External,covid,1,mean.bias,-0.7809994581559663
D.1,External,covid,1,sd,6.157987115782148
D.1,External,covid,1,rmse,6.201203420396929
D.1,External,covid,2,mean.abs.bias,5.769002858073354
D.1,External,covid,2,abs.mean.bias,1.9196494712854622
D.1,External,covid,2,mean.bias,-1.9196494712854622
D.1,External,covid,2,sd,6.856141178385364
D.1,External,covid,2,rmse,7.113206914384123
D.1,External,covid,3,mean.abs.bias,6.810967379376516
D.1,External,covid,3,abs.mean.bias,2.4238057565328983
D.1,External,covid,3,mean.bias,-2.4238057565328983
D.1,External,covid,3,sd,8.035576132574077
D.1,External,covid,3,rmse,8.385474176230666
D.1,External,covid,4,mean.abs.bias,8.001428282741514
D.1,External,covid,4,abs.mean.bias,2.7582337899022615
D.1,External,covid,4,mean.bias,-2.7582337899022615
D.1,External,covid,4,sd,9.463782376607266
D.1,External,covid,4,rmse,9.84844678910321
D.1,External,covid,5,mean.abs.bias,9.23930967767833
D.1,External,covid,5,abs.mean.bias,3.0259283878192687
D.1,External,covid,5,mean.bias,-3.0259283878192687
D.1,External,covid,5,sd,11.020543364157843
D.1,External,covid,5,rmse,11.417780602963584
D.1,External,nocovid,1,mean.abs.bias,2.1610847168048264
D.1,External,nocovid,1,abs.mean.bias,0.27193910303188956
D.1,External,nocovid,1,mean.bias,-0.27193910303188956
D.1,External,nocovid,1,sd,2.6787575060166953
D.1,External,nocovid,1,rmse,2.6898589495076672
D.1,External,nocovid,2,mean.abs.bias,3.6018078613413853
D.1,External,nocovid,2,abs.mean.bias,0.4532318383864847
D.1,External,nocovid,2,mean.bias,-0.4532318383864847
D.1,External,nocovid,2,sd,4.464595843361158
D.1,External,nocovid,2,rmse,4.483098249179445
D.1,External,nocovid,3,mean.abs.bias,5.042531005877944
D.1,External,nocovid,3,abs.mean.bias,0.6345245737410828
D.1,External,nocovid,3,mean.bias,-0.6345245737410828
D.1,External,nocovid,3,sd,6.250434180705622
D.1,External,nocovid,3,rmse,6.276337548851226
D.1,External,nocovid,4,mean.abs.bias,6.483254150414496
D.1,External,nocovid,4,abs.mean.bias,0.8158173090956743
D.1,External,nocovid,4,mean.bias,-0.8158173090956743
D.1,External,nocovid,4,sd,8.036272518050087
D.1,External,nocovid,4,rmse,8.069576848523003
D.1,External,nocovid,5,mean.abs.bias,7.923977294951053
D.1,External,nocovid,5,abs.mean.bias,0.9971100444502683
D.1,External,nocovid,5,mean.bias,-0.9971100444502683
D.1,External,nocovid,5,sd,9.82211085539455
D.1,External,nocovid,5,rmse,9.862816148194783
D.1,Internal,covid,1,mean.abs.bias,3.0886720384478097
D.1,Internal,covid,1,abs.mean.bias,2.377520510181704
D.1,Internal,covid,1,mean.bias,-2.377520510181704
D.1,Internal,covid,1,sd,2.9783466264809224
D.1,Internal,covid,1,rmse,3.8085970260123374
D.1,Internal,covid,2,mean.abs.bias,5.2041212203753595
D.1,Internal,covid,2,abs.mean.bias,4.929562069622569
D.1,Internal,covid,2,mean.bias,-4.929562069622569
D.1,Internal,covid,2,sd,3.573566104615946
D.1,Internal,covid,2,rmse,6.086494570186802
D.1,Internal,covid,3,mean.abs.bias,6.975704858425528
D.1,Internal,covid,3,abs.mean.bias,6.711987931403992
D.1,Internal,covid,3,mean.bias,-6.711987931403992
D.1,Internal,covid,3,sd,4.406526588294198
D.1,Internal,covid,3,rmse,8.02679410546389
D.1,Internal,covid,4,mean.abs.bias,8.562415172671464
D.1,Internal,covid,4,abs.mean.bias,8.274198587710565
D.1,Internal,covid,4,mean.bias,-8.274198587710565
D.1,Internal,covid,4,sd,5.342220292476907
D.1,Internal,covid,4,rmse,9.846044956576058
D.1,Internal,covid,5,mean.abs.bias,10.078138773911341
D.1,Internal,covid,5,abs.mean.bias,9.743882393615433
D.1,Internal,covid,5,mean.bias,-9.743882393615433
D.1,Internal,covid,5,sd,6.3290317713695385
D.1,Internal,covid,5,rmse,11.61549714722912
D.1,Internal,nocovid,1,mean.abs.bias,2.1405535989194395
D.1,Internal,nocovid,1,abs.mean.bias,1.9978457178796383
D.1,Internal,nocovid,1,mean.bias,-1.9978457178796383
D.1,Internal,nocovid,1,sd,1.6075915473476181
D.1,Internal,nocovid,1,rmse,2.5633121921426794
D.1,Internal,nocovid,2,mean.abs.bias,3.5675893315323908
D.1,Internal,nocovid,2,abs.mean.bias,3.329742863132722
D.1,Internal,nocovid,2,mean.bias,-3.329742863132722
D.1,Internal,nocovid,2,sd,2.6793192455793617
D.1,Internal,nocovid,2,rmse,4.272186986904458
D.1,Internal,nocovid,3,mean.abs.bias,4.994625064145348
D.1,Internal,nocovid,3,abs.mean.bias,4.661640008385815
D.1,Internal,nocovid,3,mean.bias,-4.661640008385815
D.1,Internal,nocovid,3,sd,3.7510469438111094
D.1,Internal,nocovid,3,rmse,5.981061781666247
D.1,Internal,nocovid,4,mean.abs.bias,6.4216607967583075
D.1,Internal,nocovid,4,abs.mean.bias,5.993537153638907
D.1,Internal,nocovid,4,mean.bias,-5.993537153638907
D.1,Internal,nocovid,4,sd,4.822774642042856
D.1,Internal,nocovid,4,rmse,7.689936576428034
D.1,Internal,nocovid,5,mean.abs.bias,7.848696529371262
D.1,Internal,nocovid,5,abs.mean.bias,7.325434298891996
D.1,Internal,nocovid,5,mean.bias,-7.325434298891996
D.1,Internal,nocovid,5,sd,5.894502340274593
D.1,Internal,nocovid,5,rmse,9.398811371189812
D.2,External,covid,1,mean.abs.bias,5.08497986510127
D.2,External,covid,1,abs.mean.bias,2.3687424787239952
D.2,External,covid,1,mean.bias,-2.3687424787239952
D.2,External,covid,1,sd,5.873819448661567
D.2,External,covid,1,rmse,6.328008560057059
D.2,External,covid,2,mean.abs.bias,6.547006792110464
D.2,External,covid,2,abs.mean.bias,4.927096027770573
D.2,External,covid,2,mean.bias,-4.927096027770573
D.2,External,covid,2,sd,6.475951929200085
D.2,External,covid,2,rmse,8.132057104411173
D.2,External,covid,3,mean.abs.bias,8.361087842144796
D.2,External,covid,3,abs.mean.bias,6.749086508232606
D.2,External,covid,3,mean.bias,-6.749086508232606
D.2,External,covid,3,sd,7.653786003770639
D.2,External,covid,3,rmse,10.19869834864919
D.2,External,covid,4,mean.abs.bias,10.153027715106786
D.2,External,covid,4,abs.mean.bias,8.371563926881738
D.2,External,covid,4,mean.bias,-8.371563926881738
D.2,External,covid,4,sd,9.139293614665455
D.2,External,covid,4,rmse,12.387199723157055
D.2,External,covid,5,mean.abs.bias,11.977066027792134
D.2,External,covid,5,abs.mean.bias,9.912265589077668
D.2,External,covid,5,mean.bias,-9.912265589077668
D.2,External,covid,5,sd,10.767867163701341
D.2,External,covid,5,rmse,14.627647741076505
D.2,External,nocovid,1,mean.abs.bias,2.774236446179816
D.2,External,nocovid,1,abs.mean.bias,2.1155707318326056
D.2,External,nocovid,1,mean.bias,-2.1155707318326056
D.2,External,nocovid,1,sd,2.7107525212438386
D.2,External,nocovid,1,rmse,3.436440366768164
D.2,External,nocovid,2,mean.abs.bias,4.623727410299681
D.2,External,nocovid,2,abs.mean.bias,3.5259512197209957
D.2,External,nocovid,2,mean.bias,-3.5259512197209957
D.2,External,nocovid,2,sd,4.517920868739731
D.2,External,nocovid,2,rmse,5.727400611280265
D.2,External,nocovid,3,mean.abs.bias,6.473218374419555
D.2,External,nocovid,3,abs.mean.bias,4.936331707609406
D.2,External,nocovid,3,mean.bias,-4.936331707609406
D.2,External,nocovid,3,sd,6.3250892162356225
D.2,External,nocovid,3,rmse,8.018360855792379
D.2,External,nocovid,4,mean.abs.bias,8.322709338539427
D.2,External,nocovid,4,abs.mean.bias,6.346712195497805
D.2,External,nocovid,4,mean.bias,-6.346712195497805
D.2,External,nocovid,4,sd,8.13225756373152
D.2,External,nocovid,4,rmse,10.309321100304487
D.2,External,nocovid,5,mean.abs.bias,10.172200302659295
D.2,External,nocovid,5,abs.mean.bias,7.7570926833861975
D.2,External,nocovid,5,mean.bias,-7.7570926833861975
D.2,External,nocovid,5,sd,9.939425911227406
D.2,External,nocovid,5,rmse,12.600281344816587
D.2,Internal,covid,1,mean.abs.bias,3.813332368473134
D.2,Internal,covid,1,abs.mean.bias,3.3970837636853584
D.2,Internal,covid,1,mean.bias,-3.3970837636853584
D.2,Internal,covid,1,sd,2.974634792986763
D.2,Internal,covid,1,rmse,4.513417036441324
D.2,Internal,covid,2,mean.abs.bias,6.612942483824063
D.2,Internal,covid,2,abs.mean.bias,6.501061646876713
D.2,Internal,covid,2,mean.bias,-6.501061646876713
D.2,Internal,covid,2,sd,3.4809777600156826
D.2,Internal,covid,2,rmse,7.372704679416077
D.2,Internal,covid,3,mean.abs.bias,8.938012622149497
D.2,Internal,covid,3,abs.mean.bias,8.848364593895338
D.2,Internal,covid,3,mean.bias,-8.848364593895338
D.2,Internal,covid,3,sd,4.285199153386143
D.2,Internal,covid,3,rmse,9.829535182658109
D.2,Internal,covid,4,mean.abs.bias,11.101714082028574
D.2,Internal,covid,4,abs.mean.bias,10.996583595462234
D.2,Internal,covid,4,mean.bias,-10.996583595462234
D.2,Internal,covid,4,sd,5.222158399603332
D.2,Internal,covid,4,rmse,12.171328902212595
D.2,Internal,covid,5,mean.abs.bias,13.1945903216631
D.2,Internal,covid,5,abs.mean.bias,13.065082895770628
D.2,Internal,covid,5,mean.bias,-13.065082895770628
D.2,Internal,covid,5,sd,6.215792537582254
D.2,Internal,covid,5,rmse,14.465655733145349
D.2,Internal,nocovid,1,mean.abs.bias,2.9687903776597904
D.2,Internal,nocovid,1,abs.mean.bias,2.904052937481614
D.2,Internal,nocovid,1,mean.bias,-2.904052937481614
D.2,Internal,nocovid,1,sd,1.6067036285623257
D.2,Internal,nocovid,1,rmse,3.3181104593775754
D.2,Internal,nocovid,2,mean.abs.bias,4.947983962766306
D.2,Internal,nocovid,2,abs.mean.bias,4.840088229136017
D.2,Internal,nocovid,2,mean.bias,-4.840088229136017
D.2,Internal,nocovid,2,sd,2.677839380937214
D.2,Internal,nocovid,2,rmse,5.530184098962622
D.2,Internal,nocovid,3,mean.abs.bias,6.927177547872827
D.2,Internal,nocovid,3,abs.mean.bias,6.776123520790419
D.2,Internal,nocovid,3,mean.bias,-6.776123520790419
D.2,Internal,nocovid,3,sd,3.7489751333120953
D.2,Internal,nocovid,3,rmse,7.742257738547664
D.2,Internal,nocovid,4,mean.abs.bias,8.906371132979354
D.2,Internal,nocovid,4,abs.mean.bias,8.71215881244483
D.2,Internal,nocovid,4,mean.bias,-8.71215881244483
D.2,Internal,nocovid,4,sd,4.820110885686982
D.2,Internal,nocovid,4,rmse,9.954331378132718
D.2,Internal,nocovid,5,mean.abs.bias,10.885564718085876
D.2,Internal,nocovid,5,abs.mean.bias,10.648194104099234
D.2,Internal,nocovid,5,mean.bias,-10.648194104099234
D.2,Internal,nocovid,5,sd,5.891246638061871
D.2,Internal,nocovid,5,rmse,12.166405017717768
D.3,External,covid,1,mean.abs.bias,4.501490719798195
D.3,External,covid,1,abs.mean.bias,0.9080600838346552
D.3,External,covid,1,mean.bias,-0.9080600838346552
D.3,External,covid,1,sd,5.616245905467473
D.3,External,covid,1,rmse,5.6836349944725155
D.3,External,covid,2,mean.abs.bias,5.090101813249461
D.3,External,covid,2,abs.mean.bias,2.264071092051341
D.3,External,covid,2,mean.bias,-2.264071092051341
D.3,External,covid,2,sd,6.00956132581935
D.3,External,covid,2,rmse,6.416277393005123
D.3,External,covid,3,mean.abs.bias,6.010332878186551
D.3,External,covid,3,abs.mean.bias,2.924476592349805
D.3,External,covid,3,mean.bias,-2.924476592349805
D.3,External,covid,3,sd,7.053622990139705
D.3,External,covid,3,rmse,7.629328504636255
D.3,External,covid,4,mean.abs.bias,7.1008533027327925
D.3,External,covid,4,abs.mean.bias,3.392244117497782
D.3,External,covid,4,mean.bias,-3.392244117497782
