Scenario,controls,covid,year,statistic,value
B.3.1,Internal,covid,3,mean.bias,-3.7141526664556563
B.3.1,Internal,covid,3,sd,4.1432909201121015
B.3.1,Internal,covid,3,rmse,5.561245899897403
B.3.1,Internal,covid,4,mean.abs.bias,5.4525689793553616
B.3.1,Internal,covid,4,abs.mean.bias,4.378700769334767
B.3.1,Internal,covid,4,mean.bias,-4.378700769334767
B.3.1,Internal,covid,4,sd,5.073854910814364
B.3.1,Internal,covid,4,rmse,6.6981740852306855
B.3.1,Internal,covid,5,mean.abs.bias,6.3414563037206895
B.3.1,Internal,covid,5,abs.mean.bias,4.956758568290612
B.3.1,Internal,covid,5,mean.bias,-4.956758568290612
B.3.1,Internal,covid,5,sd,6.0622519620611035
B.3.1,Internal,covid,5,rmse,7.826036835981101
B.3.1,Internal,nocovid,1,mean.abs.bias,1.3772355640016232
B.3.1,Internal,nocovid,1,abs.mean.bias,0.6679030742563855
B.3.1,Internal,nocovid,1,mean.bias,-0.6679030742563855
B.3.1,Internal,nocovid,1,sd,1.5784481756148843
B.3.1,Internal,nocovid,1,rmse,1.7124865437184853
B.3.1,Internal,nocovid,2,mean.abs.bias,2.295392606669364
B.3.1,Internal,nocovid,2,abs.mean.bias,1.1131717904273066
B.3.1,Internal,nocovid,2,mean.bias,-1.1131717904273066
B.3.1,Internal,nocovid,2,sd,2.630746959358133
B.3.1,Internal,nocovid,2,rmse,2.854144239530801
B.3.1,Internal,nocovid,3,mean.abs.bias,3.2135496493371067
B.3.1,Internal,nocovid,3,abs.mean.bias,1.5584405065982208
B.3.1,Internal,nocovid,3,mean.bias,-1.5584405065982208
B.3.1,Internal,nocovid,3,sd,3.6830457431013857
B.3.1,Internal,nocovid,3,rmse,3.9958019353431173
B.3.1,Internal,nocovid,4,mean.abs.bias,4.13170669200486
B.3.1,Internal,nocovid,4,abs.mean.bias,2.0037092227691473
B.3.1,Internal,nocovid,4,mean.bias,-2.0037092227691473
B.3.1,Internal,nocovid,4,sd,4.7353445268446395
B.3.1,Internal,nocovid,4,rmse,5.13745963115544
B.3.1,Internal,nocovid,5,mean.abs.bias,5.049863734672606
B.3.1,Internal,nocovid,5,abs.mean.bias,2.448977938940077
B.3.1,Internal,nocovid,5,mean.bias,-2.448977938940077
B.3.1,Internal,nocovid,5,sd,5.787643310587892
B.3.1,Internal,nocovid,5,rmse,6.279117326967763
B.3.2,External,covid,1,mean.abs.bias,4.575023668964964
B.3.2,External,covid,1,abs.mean.bias,0.10333050023184297
B.3.2,External,covid,1,mean.bias,0.10333050023184297
B.3.2,External,covid,1,sd,5.960036108194808
B.3.2,External,covid,1,rmse,5.954969650841397
B.3.2,External,covid,2,mean.abs.bias,5.110820688329256
B.3.2,External,covid,2,abs.mean.bias,0.543303773586563
B.3.2,External,covid,2,mean.bias,-0.543303773586563
B.3.2,External,covid,2,sd,6.570245540087318
B.3.2,External,covid,2,rmse,6.586119433666278
B.3.2,External,covid,3,mean.abs.bias,5.960058191342809
B.3.2,External,covid,3,abs.mean.bias,0.539447124369414
B.3.2,External,covid,3,mean.bias,-0.539447124369414
B.3.2,External,covid,3,sd,7.574517672965311
B.3.2,External,covid,3,rmse,7.586143588286353
B.3.2,External,covid,4,mean.abs.bias,7.029502371244103
B.3.2,External,covid,4,abs.mean.bias,0.3814768472193648
B.3.2,External,covid,4,mean.bias,-0.3814768472193648
B.3.2,External,covid,4,sd,8.880287331151187
B.3.2,External,covid,4,rmse,8.879600704006972
B.3.2,External,covid,5,mean.abs.bias,8.243959260483798
B.3.2,External,covid,5,abs.mean.bias,0.1652595211657449
B.3.2,External,covid,5,mean.bias,-0.1652595211657449
B.3.2,External,covid,5,sd,10.365257001433767
B.3.2,External,covid,5,rmse,10.356205207975366
B.3.2,External,nocovid,1,mean.abs.bias,2.089099006003627
B.3.2,External,nocovid,1,abs.mean.bias,0.4774065782131679
B.3.2,External,nocovid,1,mean.bias,0.4774065782131679
B.3.2,External,nocovid,1,sd,2.6072518538072367
B.3.2,External,nocovid,1,rmse,2.64803393966998
B.3.2,External,nocovid,2,mean.abs.bias,3.4818316766727118
B.3.2,External,nocovid,2,abs.mean.bias,0.7956776303552793
B.3.2,External,nocovid,2,mean.bias,0.7956776303552793
B.3.2,External,nocovid,2,sd,4.345419756345398
B.3.2,External,nocovid,2,rmse,4.413389899449969
B.3.2,External,nocovid,3,mean.abs.bias,4.874564347341802
B.3.2,External,nocovid,3,abs.mean.bias,1.1139486824973888
B.3.2,External,nocovid,3,mean.bias,1.1139486824973888
B.3.2,External,nocovid,3,sd,6.083587658883566
B.3.2,External,nocovid,3,rmse,6.178745859229966
B.3.2,External,nocovid,4,mean.abs.bias,6.267297018010877
B.3.2,External,nocovid,4,abs.mean.bias,1.4322197346394965
B.3.2,External,nocovid,4,mean.bias,1.4322197346394965
B.3.2,External,nocovid,4,sd,7.821755561421712
B.3.2,External,nocovid,4,rmse,7.944101819009941
B.3.2,External,nocovid,5,mean.abs.bias,7.660029688679965
B.3.2,External,nocovid,5,abs.mean.bias,1.750490786781606
B.3.2,External,nocovid,5,mean.bias,1.750490786781606
B.3.2,External,nocovid,5,sd,9.559923463959873
B.3.2,External,nocovid,5,rmse,9.709457778789929
B.3.2,Internal,covid,1,mean.abs.bias,2.289327417719134
B.3.2,Internal,covid,1,abs.mean.bias,0.0210527818470498
B.3.2,Internal,covid,1,mean.bias,0.0210527818470498
B.3.2,Internal,covid,1,sd,2.927799998193029
B.3.2,Internal,covid,1,rmse,2.9249464992344323
B.3.2,Internal,covid,2,mean.abs.bias,2.854952987726264
B.3.2,Internal,covid,2,abs.mean.bias,0.8505562898926637
B.3.2,Internal,covid,2,mean.bias,-0.8505562898926637
B.3.2,Internal,covid,2,sd,3.50081666977856
B.3.2,Internal,covid,2,rmse,3.5992571348772264
B.3.2,Internal,covid,3,mean.abs.bias,3.552197632057878
B.3.2,Internal,covid,3,abs.mean.bias,0.9406191225579775
B.3.2,Internal,covid,3,mean.bias,-0.9406191225579775
B.3.2,Internal,covid,3,sd,4.351540212846182
B.3.2,Internal,covid,3,rmse,4.447785376262113
B.3.2,Internal,covid,4,mean.abs.bias,4.299506277550937
B.3.2,Internal,covid,4,abs.mean.bias,0.8175959208212114
B.3.2,Internal,covid,4,mean.bias,-0.8175959208212114
B.3.2,Internal,covid,4,sd,5.3228346411887095
B.3.2,Internal,covid,4,rmse,5.379996893116868
B.3.2,Internal,covid,5,mean.abs.bias,5.083696935463758
B.3.2,Internal,covid,5,abs.mean.bias,0.6072371341827872
B.3.2,Internal,covid,5,mean.bias,-0.6072371341827872
B.3.2,Internal,covid,5,sd,6.352647405275743
B.3.2,Internal,covid,5,rmse,6.375276757504387
B.3.2,Internal,nocovid,1,mean.abs.bias,1.3728605520017552
B.3.2,Internal,nocovid,1,abs.mean.bias,0.5147775857727427
B.3.2,Internal,nocovid,1,mean.bias,0.5147775857727427
B.3.2,Internal,nocovid,1,sd,1.6590688628925894
B.3.2,Internal,nocovid,1,rmse,1.7355115775039023
B.3.2,Internal,nocovid,2,mean.abs.bias,2.288100920002919
B.3.2,Internal,nocovid,2,abs.mean.bias,0.8579626429545747
B.3.2,Internal,nocovid,2,mean.bias,0.8579626429545747
B.3.2,Internal,nocovid,2,sd,2.7651147714876485
B.3.2,Internal,nocovid,2,rmse,2.8925192958398376
B.3.2,Internal,nocovid,3,mean.abs.bias,3.2033412880040966
B.3.2,Internal,nocovid,3,abs.mean.bias,1.2011477001364026
B.3.2,Internal,nocovid,3,mean.bias,1.2011477001364026
B.3.2,Internal,nocovid,3,sd,3.8711606800827196
B.3.2,Internal,nocovid,3,rmse,4.0495270141757835
B.3.2,Internal,nocovid,4,mean.abs.bias,4.118581656005262
B.3.2,Internal,nocovid,4,abs.mean.bias,1.5443327573182364
B.3.2,Internal,nocovid,4,mean.bias,1.5443327573182364
B.3.2,Internal,nocovid,4,sd,4.977206588677779
B.3.2,Internal,nocovid,4,rmse,5.20653473251172
B.3.2,Internal,nocovid,5,mean.abs.bias,5.033822024006438
B.3.2,Internal,nocovid,5,abs.mean.bias,1.8875178145000602
B.3.2,Internal,nocovid,5,mean.bias,1.8875178145000602
B.3.2,Internal,nocovid,5,sd,6.083252497272844
B.3.2,Internal,nocovid,5,rmse,6.363542450847659
C.1.1,External,covid,1,mean.abs.bias,4.645500056131843
C.1.1,External,covid,1,abs.mean.bias,0.8607606600233201
C.1.1,External,covid,1,mean.bias,-0.8607606600233201
C.1.1,External,covid,1,sd,5.843495029835399
C.1.1,External,covid,1,rmse,5.900766917039459
C.1.1,External,covid,2,mean.abs.bias,5.389041390772823
C.1.1,External,covid,2,abs.mean.bias,1.761614380622736
C.1.1,External,covid,2,mean.bias,-1.761614380622736
C.1.1,External,covid,2,sd,6.6644031195051525
C.1.1,External,covid,2,rmse,6.886851648424575
C.1.1,External,covid,3,mean.abs.bias,6.403492298176516
C.1.1,External,covid,3,abs.mean.bias,2.077527064163824
C.1.1,External,covid,3,mean.bias,-2.077527064163824
C.1.1,External,covid,3,sd,7.829801858087156
C.1.1,External,covid,3,rmse,8.093164044115529
C.1.1,External,covid,4,mean.abs.bias,7.458681469783804
C.1.1,External,covid,4,abs.mean.bias,2.258698549161856
C.1.1,External,covid,4,mean.bias,-2.258698549161856
C.1.1,External,covid,4,sd,9.192801152513205
C.1.1,External,covid,4,rmse,9.457288035138546
C.1.1,External,covid,5,mean.abs.bias,8.605890994602222
C.1.1,External,covid,5,abs.mean.bias,2.3972658821995654
C.1.1,External,covid,5,mean.bias,-2.3972658821995654
C.1.1,External,covid,5,sd,10.676597972245789
C.1.1,External,covid,5,rmse,10.932001119758404
C.1.1,External,nocovid,1,mean.abs.bias,2.0727355818156523
C.1.1,External,nocovid,1,abs.mean.bias,0.11920803808955793
C.1.1,External,nocovid,1,mean.bias,-0.11920803808955793
C.1.1,External,nocovid,1,sd,2.6151706463056623
C.1.1,External,nocovid,1,rmse,2.615272419964188
C.1.1,External,nocovid,2,mean.abs.bias,3.454559303026086
C.1.1,External,nocovid,2,abs.mean.bias,0.19868006348260042
C.1.1,External,nocovid,2,mean.bias,-0.19868006348260042
C.1.1,External,nocovid,2,sd,4.358617743842769
C.1.1,External,nocovid,2,rmse,4.358787366606978
C.1.1,External,nocovid,3,mean.abs.bias,4.836383024236528
C.1.1,External,nocovid,3,abs.mean.bias,0.2781520888756415
C.1.1,External,nocovid,3,mean.bias,-0.2781520888756415
C.1.1,External,nocovid,3,sd,6.102064841379886
C.1.1,External,nocovid,3,rmse,6.10230231324978
C.1.1,External,nocovid,4,mean.abs.bias,6.218206745446966
C.1.1,External,nocovid,4,abs.mean.bias,0.3576241142686854
C.1.1,External,nocovid,4,mean.bias,-0.3576241142686854
C.1.1,External,nocovid,4,sd,7.845511938916991
C.1.1,External,nocovid,4,rmse,7.845817259892569
C.1.1,External,nocovid,5,mean.abs.bias,7.6000304666573975
C.1.1,External,nocovid,5,abs.mean.bias,0.43709613966172767
C.1.1,External,nocovid,5,mean.bias,-0.43709613966172767
C.1.1,External,nocovid,5,sd,9.588959036454103
C.1.1,External,nocovid,5,rmse,9.589332206535364
C.1.1,Internal,covid,1,mean.abs.bias,3.313429203937564
C.1.1,Internal,covid,1,abs.mean.bias,2.4726470491618313
C.1.1,Internal,covid,1,mean.bias,-2.4726470491618313
C.1.1,Internal,covid,1,sd,3.179825607921321
C.1.1,Internal,covid,1,rmse,4.0255498686176185
C.1.1,Internal,covid,2,mean.abs.bias,5.524412955415361
C.1.1,Internal,covid,2,abs.mean.bias,5.195520090312038
C.1.1,Internal,covid,2,mean.bias,-5.195520090312038
C.1.1,Internal,covid,2,sd,3.739834767700228
C.1.1,Internal,covid,2,rmse,6.399360934527449
C.1.1,Internal,covid,3,mean.abs.bias,7.407720363214997
C.1.1,Internal,covid,3,abs.mean.bias,7.110020984235402
C.1.1,Internal,covid,3,mean.bias,-7.110020984235402
C.1.1,Internal,covid,3,sd,4.578598782654308
C.1.1,Internal,covid,3,rmse,8.454231962465084
C.1.1,Internal,covid,4,mean.abs.bias,9.139483550408448
C.1.1,Internal,covid,4,abs.mean.bias,8.792985157321501
C.1.1,Internal,covid,4,mean.bias,-8.792985157321501
C.1.1,Internal,covid,4,sd,5.554010715684807
C.1.1,Internal,covid,4,rmse,10.397207747119321
C.1.1,Internal,covid,5,mean.abs.bias,10.80037360254525
C.1.1,Internal,covid,5,abs.mean.bias,10.378433342815985
C.1.1,Internal,covid,5,mean.bias,-10.378433342815985
C.1.1,Internal,covid,5,sd,6.5878662256951666
C.1.1,Internal,covid,5,rmse,12.289225365990907
C.1.1,Internal,nocovid,1,mean.abs.bias,2.3376904816210677
C.1.1,Internal,nocovid,1,abs.mean.bias,2.139713920341535
C.1.1,Internal,nocovid,1,mean.bias,-2.139713920341535
C.1.1,Internal,nocovid,1,sd,1.6675114591145996
C.1.1,Internal,nocovid,1,rmse,2.7117169723718004
C.1.1,Internal,nocovid,2,mean.abs.bias,3.896150802701779
C.1.1,Internal,nocovid,2,abs.mean.bias,3.566189867235891
C.1.1,Internal,nocovid,2,mean.bias,-3.566189867235891
C.1.1,Internal,nocovid,2,sd,2.779185765191005
C.1.1,Internal,nocovid,2,rmse,4.519528287286337
C.1.1,Internal,nocovid,3,mean.abs.bias,5.454611123782504
C.1.1,Internal,nocovid,3,abs.mean.bias,4.992665814130261
C.1.1,Internal,nocovid,3,mean.bias,-4.992665814130261
C.1.1,Internal,nocovid,3,sd,3.8908600712674026
C.1.1,Internal,nocovid,3,rmse,6.32733960220088
C.1.1,Internal,nocovid,4,mean.abs.bias,7.0130714448632165
C.1.1,Internal,nocovid,4,abs.mean.bias,6.41914176102462
C.1.1,Internal,nocovid,4,mean.bias,-6.41914176102462
C.1.1,Internal,nocovid,4,sd,5.002534377343803
C.1.1,Internal,nocovid,4,rmse,8.135150917115416
C.1.1,Internal,nocovid,5,mean.abs.bias,8.57153176594393
C.1.1,Internal,nocovid,5,abs.mean.bias,7.845617707918975
C.1.1,Internal,nocovid,5,mean.bias,-7.845617707918975
C.1.1,Internal,nocovid,5,sd,6.114208683420207
C.1.1,Internal,nocovid,5,rmse,9.94296223202995
C.1.2,External,covid,1,mean.abs.bias,4.844440582136985
C.1.2,External,covid,1,abs.mean.bias,0.2387487314714699
C.1.2,External,covid,1,mean.bias,-0.2387487314714699
C.1.2,External,covid,1,sd,6.096547132877202
C.1.2,External,covid,1,rmse,6.095125275684305
C.1.2,External,covid,2,mean.abs.bias,5.4636347570200074
C.1.2,External,covid,2,abs.mean.bias,1.2180169971600203
C.1.2,External,covid,2,mean.bias,-1.2180169971600203
C.1.2,External,covid,2,sd,6.707211308503881
C.1.2,External,covid,2,rmse,6.81030656984098
C.1.2,External,covid,3,mean.abs.bias,6.280179348119428
C.1.2,External,covid,3,abs.mean.bias,1.559386776404694
C.1.2,External,covid,3,mean.bias,-1.559386776404694
C.1.2,External,covid,3,sd,7.743842335618949
C.1.2,External,covid,3,rmse,7.891694814747483
C.1.2,External,covid,4,mean.abs.bias,7.3019702346924396
C.1.2,External,covid,4,abs.mean.bias,1.710872304002585
C.1.2,External,covid,4,mean.bias,-1.710872304002585
C.1.2,External,covid,4,sd,9.048811010875278
C.1.2,External,covid,4,rmse,9.200233844295466
C.1.2,External,covid,5,mean.abs.bias,8.445210320176528
C.1.2,External,covid,5,abs.mean.bias,1.7785301562099576
C.1.2,External,covid,5,mean.bias,-1.7785301562099576
C.1.2,External,covid,5,sd,10.492573025684866
C.1.2,External,covid,5,rmse,10.631889297696773
C.1.2,External,nocovid,1,mean.abs.bias,2.0170942539190326
C.1.2,External,nocovid,1,abs.mean.bias,0.11147726478596201
C.1.2,External,nocovid,1,mean.bias,0.11147726478596201
C.1.2,External,nocovid,1,sd,2.5397732772455988
C.1.2,External,nocovid,1,rmse,2.5396800160207955
C.1.2,External,nocovid,2,mean.abs.bias,3.3618237565317046
C.1.2,External,nocovid,2,abs.mean.bias,0.18579544130993372
C.1.2,External,nocovid,2,mean.bias,0.18579544130993372
C.1.2,External,nocovid,2,sd,4.2329554620759815
C.1.2,External,nocovid,2,rmse,4.232800026701309
C.1.2,External,nocovid,3,mean.abs.bias,4.706553259144398
C.1.2,External,nocovid,3,abs.mean.bias,0.26011361783390474
C.1.2,External,nocovid,3,mean.bias,0.26011361783390474
C.1.2,External,nocovid,3,sd,5.926137646906388
C.1.2,External,nocovid,3,rmse,5.925920037381847
C.1.2,External,nocovid,4,mean.abs.bias,6.051282761757088
C.1.2,External,nocovid,4,abs.mean.bias,0.33443179435787396
C.1.2,External,nocovid,4,mean.bias,0.33443179435787396
C.1.2,External,nocovid,4,sd,7.619319831736785
C.1.2,External,nocovid,4,rmse,7.619040048062375
C.1.2,External,nocovid,5,mean.abs.bias,7.396012264369769
C.1.2,External,nocovid,5,abs.mean.bias,0.40874997088185183
C.1.2,External,nocovid,5,mean.bias,0.40874997088185183
C.1.2,External,nocovid,5,sd,9.31250201656718
C.1.2,External,nocovid,5,rmse,9.3121600587429
C.1.2,Internal,covid,1,mean.abs.bias,2.9033000742734876
C.1.2,Internal,covid,1,abs.mean.bias,1.7502918585247178
C.1.2,Internal,covid,1,mean.bias,1.7502918585247178
C.1.2,Internal,covid,1,sd,3.1492568039372886
C.1.2,Internal,covid,1,rmse,3.6002089342604724
C.1.2,Internal,covid,2,mean.abs.bias,3.320594322420448
C.1.2,Internal,covid,2,abs.mean.bias,1.9865652693205433
C.1.2,Internal,covid,2,mean.bias,1.9865652693205433
C.1.2,Internal,covid,2,sd,3.6827043084558997
C.1.2,Internal,covid,2,rmse,4.181103678545082
C.1.2,Internal,covid,3,mean.abs.bias,4.30721643992081
C.1.2,Internal,covid,3,abs.mean.bias,2.998068032993319
C.1.2,Internal,covid,3,mean.bias,2.998068032993319
C.1.2,Internal,covid,3,sd,4.492329245219012
C.1.2,Internal,covid,3,rmse,5.397135530428298
C.1.2,Internal,covid,4,mean.abs.bias,5.5421476699188625
C.1.2,Internal,covid,4,abs.mean.bias,4.227759711569396
C.1.2,Internal,covid,4,mean.bias,4.227759711569396
C.1.2,Internal,covid,4,sd,5.453364398989399
C.1.2,Internal,covid,4,rmse,6.895915971094633
C.1.2,Internal,covid,5,mean.abs.bias,6.9030227307872485
C.1.2,Internal,covid,5,abs.mean.bias,5.544268560650222
C.1.2,Internal,covid,5,mean.bias,5.544268560650222
C.1.2,Internal,covid,5,sd,6.48597560220165
C.1.2,Internal,covid,5,rmse,8.527758065631602
C.1.2,Internal,nocovid,1,mean.abs.bias,2.318926227305993
C.1.2,Internal,nocovid,1,abs.mean.bias,2.17111553616918
C.1.2,Internal,nocovid,1,mean.bias,2.17111553616918
C.1.2,Internal,nocovid,1,sd,1.6832751215098758
C.1.2,Internal,nocovid,1,rmse,2.7461775208132275
C.1.2,Internal,nocovid,2,mean.abs.bias,3.864877045509986
C.1.2,Internal,nocovid,2,abs.mean.bias,3.6185258936152973
C.1.2,Internal,nocovid,2,mean.bias,3.6185258936152973
C.1.2,Internal,nocovid,2,sd,2.8054585358497874
C.1.2,Internal,nocovid,2,rmse,4.576962534688707
C.1.2,Internal,nocovid,3,mean.abs.bias,5.410827863713975
C.1.2,Internal,nocovid,3,abs.mean.bias,5.065936251061414
C.1.2,Internal,nocovid,3,mean.bias,5.065936251061414
C.1.2,Internal,nocovid,3,sd,3.927641950189702
C.1.2,Internal,nocovid,3,rmse,6.4077475485641875
C.1.2,Internal,nocovid,4,mean.abs.bias,6.95677868191797
C.1.2,Internal,nocovid,4,abs.mean.bias,6.51334660850753
C.1.2,Internal,nocovid,4,mean.bias,6.51334660850753
C.1.2,Internal,nocovid,4,sd,5.049825364529625
C.1.2,Internal,nocovid,4,rmse,8.238532562439675
C.1.2,Internal,nocovid,5,mean.abs.bias,8.502729500121955
C.1.2,Internal,nocovid,5,abs.mean.bias,7.960756965953639
C.1.2,Internal,nocovid,5,mean.bias,7.960756965953639
C.1.2,Internal,nocovid,5,sd,6.1720087788695395
C.1.2,Internal,nocovid,5,rmse,10.069317576315148
C.2.1,External,covid,1,mean.abs.bias,4.707190337798029
C.2.1,External,covid,1,abs.mean.bias,0.9161121774025459
C.2.1,External,covid,1,mean.bias,-0.9161121774025459
C.2.1,External,covid,1,sd,5.791973229255676
C.2.1,External,covid,1,rmse,5.858252427321892
C.2.1,External,covid,2,mean.abs.bias,5.5457121057823615
C.2.1,External,covid,2,abs.mean.bias,2.347742656821029
C.2.1,External,covid,2,mean.bias,-2.347742656821029
C.2.1,External,covid,2,sd,6.446357350343917
C.2.1,External,covid,2,rmse,6.85451002076833
C.2.1,External,covid,3,mean.abs.bias,6.595333511405595
C.2.1,External,covid,3,abs.mean.bias,3.020416607011655
C.2.1,External,covid,3,mean.bias,-3.020416607011655
C.2.1,External,covid,3,sd,7.531324534531055
C.2.1,External,covid,3,rmse,8.107424006788614
C.2.1,External,covid,4,mean.abs.bias,7.810281359100034
C.2.1,External,covid,4,abs.mean.bias,3.4830133217838712
C.2.1,External,covid,4,mean.bias,-3.4830133217838712
C.2.1,External,covid,4,sd,8.90203188514489
C.2.1,External,covid,4,rmse,9.550867036059707
C.2.1,External,covid,5,mean.abs.bias,9.09674754391252
C.2.1,External,covid,5,abs.mean.bias,3.8657959447402805
C.2.1,External,covid,5,mean.bias,-3.8657959447402805
C.2.1,External,covid,5,sd,10.428432212979324
C.2.1,External,covid,5,rmse,11.112113764276975
C.2.1,External,nocovid,1,mean.abs.bias,2.184335404897669
C.2.1,External,nocovid,1,abs.mean.bias,0.43181108256461403
C.2.1,External,nocovid,1,mean.bias,-0.43181108256461403
C.2.1,External,nocovid,1,sd,2.652336925982338
C.2.1,External,nocovid,1,rmse,2.684638187469068
C.2.1,External,nocovid,2,mean.abs.bias,3.6405590081627928
C.2.1,External,nocovid,2,abs.mean.bias,0.7196851376076886
C.2.1,External,nocovid,2,mean.bias,-0.7196851376076886
C.2.1,External,nocovid,2,sd,4.420561543303908
C.2.1,External,nocovid,2,rmse,4.474396979115124
C.2.1,External,nocovid,3,mean.abs.bias,5.0967826114279084
C.2.1,External,nocovid,3,abs.mean.bias,1.007559192650757
C.2.1,External,nocovid,3,mean.bias,-1.007559192650757
C.2.1,External,nocovid,3,sd,6.188786160625476
C.2.1,External,nocovid,3,rmse,6.264155770761178
C.2.1,External,nocovid,4,mean.abs.bias,6.553006214693024
C.2.1,External,nocovid,4,abs.mean.bias,1.295433247693832
C.2.1,External,nocovid,4,mean.bias,-1.295433247693832
C.2.1,External,nocovid,4,sd,7.9570107779470405
C.2.1,External,nocovid,4,rmse,8.053914562407229
C.2.1,External,nocovid,5,mean.abs.bias,8.009229817958145
C.2.1,External,nocovid,5,abs.mean.bias,1.5833073027369031
C.2.1,External,nocovid,5,mean.bias,-1.5833073027369031
C.2.1,External,nocovid,5,sd,9.725235395268603
C.2.1,External,nocovid,5,rmse,9.843673354053276
C.2.1,Internal,covid,1,mean.abs.bias,3.1371631094586148
C.2.1,Internal,covid,1,abs.mean.bias,2.4235570678624594
C.2.1,Internal,covid,1,mean.bias,-2.4235570678624594
C.2.1,Internal,covid,1,sd,3.078687940019343
C.2.1,Internal,covid,1,rmse,3.9157364127763485
C.2.1,Internal,covid,2,mean.abs.bias,5.372290906790321
C.2.1,Internal,covid,2,abs.mean.bias,5.131822480217851
C.2.1,Internal,covid,2,mean.bias,-5.131822480217851
C.2.1,Internal,covid,2,sd,3.581683175483667
C.2.1,Internal,covid,2,rmse,6.256069007713468
C.2.1,Internal,covid,3,mean.abs.bias,7.224453235925518
C.2.1,Internal,covid,3,abs.mean.bias,7.030148983758386
C.2.1,Internal,covid,3,mean.bias,-7.030148983758386
C.2.1,Internal,covid,3,sd,4.325132132018529
C.2.1,Internal,covid,3,rmse,8.251808841541314
C.2.1,Internal,covid,4,mean.abs.bias,8.907234609888592
C.2.1,Internal,covid,4,abs.mean.bias,8.69349031894112
C.2.1,Internal,covid,4,mean.bias,-8.69349031894112
C.2.1,Internal,covid,4,sd,5.212145000046556
C.2.1,Internal,covid,4,rmse,10.133553005537113
C.2.1,Internal,covid,5,mean.abs.bias,10.508026449621486
C.2.1,Internal,covid,5,abs.mean.bias,10.256021385117362
C.2.1,Internal,covid,5,mean.bias,-10.256021385117362
C.2.1,Internal,covid,5,sd,6.173112462631434
C.2.1,Internal,covid,5,rmse,11.967333767106506
C.2.1,Internal,nocovid,1,mean.abs.bias,2.2604873993572476
C.2.1,Internal,nocovid,1,abs.mean.bias,2.120001896146057
C.2.1,Internal,nocovid,1,mean.bias,-2.120001896146057
C.2.1,Internal,nocovid,1,sd,1.6139780938382322
C.2.1,Internal,nocovid,1,rmse,2.663479580638416
C.2.1,Internal,nocovid,2,mean.abs.bias,3.767478998928748
C.2.1,Internal,nocovid,2,abs.mean.bias,3.5333364935767704
C.2.1,Internal,nocovid,2,mean.bias,-3.5333364935767704
C.2.1,Internal,nocovid,2,sd,2.6899634897303875
C.2.1,Internal,nocovid,2,rmse,4.4391326343973665
C.2.1,Internal,nocovid,3,mean.abs.bias,5.274470598500248
C.2.1,Internal,nocovid,3,abs.mean.bias,4.946671091007476
C.2.1,Internal,nocovid,3,mean.bias,-4.946671091007476
C.2.1,Internal,nocovid,3,sd,3.7659488856225427
C.2.1,Internal,nocovid,3,rmse,6.2147856881563115
C.2.1,Internal,nocovid,4,mean.abs.bias,6.781462198071758
C.2.1,Internal,nocovid,4,abs.mean.bias,6.36000568843819
C.2.1,Internal,nocovid,4,mean.bias,-6.36000568843819
C.2.1,Internal,nocovid,4,sd,4.8419342815147015
C.2.1,Internal,nocovid,4,rmse,7.990438741915265
C.2.1,Internal,nocovid,5,mean.abs.bias,8.288453797643253
C.2.1,Internal,nocovid,5,abs.mean.bias,7.77334028586889
C.2.1,Internal,nocovid,5,mean.bias,-7.77334028586889
C.2.1,Internal,nocovid,5,sd,5.917919677406858
C.2.1,Internal,nocovid,5,rmse,9.766091795674207
C.2.2,External,covid,1,mean.abs.bias,4.730918651223441
C.2.2,External,covid,1,abs.mean.bias,0.005132032124007538
C.2.2,External,covid,1,mean.bias,-0.005132032124007538
C.2.2,External,covid,1,sd,5.8944640326159465
C.2.2,External,covid,1,rmse,5.888568854746725
C.2.2,External,covid,2,mean.abs.bias,5.205066596892828
C.2.2,External,covid,2,abs.mean.bias,0.754205362232042
C.2.2,External,covid,2,mean.bias,-0.754205362232042
C.2.2,External,covid,2,sd,6.4375501196488365
C.2.2,External,covid,2,rmse,6.475182867558594
C.2.2,External,covid,3,mean.abs.bias,6.037819404846874
C.2.2,External,covid,3,abs.mean.bias,0.8095348535094158
C.2.2,External,covid,3,mean.bias,-0.8095348535094158
C.2.2,External,covid,3,sd,7.518960419097231
C.2.2,External,covid,3,rmse,7.554935005109535
C.2.2,External,covid,4,mean.abs.bias,7.103207375685422
C.2.2,External,covid,4,abs.mean.bias,0.6806973621499159
C.2.2,External,covid,4,mean.bias,-0.6806973621499159
C.2.2,External,covid,4,sd,8.876993144860792
C.2.2,External,covid,4,rmse,8.894197781596468
C.2.2,External,covid,5,mean.abs.bias,8.264657966986725
C.2.2,External,covid,5,abs.mean.bias,0.48409062874770575
C.2.2,External,covid,5,mean.bias,-0.48409062874770575
C.2.2,External,covid,5,sd,10.364032017750722
C.2.2,External,covid,5,rmse,10.364973568826574
C.2.2,External,nocovid,1,mean.abs.bias,2.0360691900844
C.2.2,External,nocovid,1,abs.mean.bias,0.436455200479146
C.2.2,External,nocovid,1,mean.bias,0.436455200479146
C.2.2,External,nocovid,1,sd,2.5396827261088846
C.2.2,External,nocovid,1,rmse,2.5744089641357597
C.2.2,External,nocovid,2,mean.abs.bias,3.393448650140677
C.2.2,External,nocovid,2,abs.mean.bias,0.7274253341319225
